Name,Name-Malayalam,Brand,Category,Sub Category,Derived STC-600x600,Created STC-600x600,STC-600x600,Derived STC-1000x1000,Created STC-1000x1000,STC-1000x1000,IMG-1080x1920,Product ID,ST,SD,STC
7UP Pepsi Miranda 2.25L,7അപ്പ് പെപ്സി മിറിൻഡ 2.25 ലിറ്റർ,,Food & Beverages,Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772349135/7up-pepsi-miranda-2-25l_ac3itg.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772349135/7up-pepsi-miranda-2-25l_ac3itg.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772349135/7up-pepsi-miranda-2-25l_ac3itg.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349135/7up-pepsi-miranda-2-25l_ac3itg.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349135/7up-pepsi-miranda-2-25l_ac3itg.png",,1,7UP Pepsi Miranda 2.25L,7UP Pepsi Miranda 2.25L,https://res.cloudinary.com/deehc60xa/image/upload/v1772349135/7up-pepsi-miranda-2-25l_ac3itg.png
Aditi Coconut 1L,ആദിതി തേങ്ങ ഒരു ലിറ്റർ,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773382349/Aditi_Coconut_1L_r3o8ts.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773382349/Aditi_Coconut_1L_r3o8ts.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773382349/Aditi_Coconut_1L_r3o8ts.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382349/Aditi_Coconut_1L_r3o8ts.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382349/Aditi_Coconut_1L_r3o8ts.png",,2,Aditi Coconut 1L,Aditi Coconut 1L,https://res.cloudinary.com/deehc60xa/image/upload/v1773382349/Aditi_Coconut_1L_r3o8ts.png
Afiya Samoosa Leaf,അഫിയ സമോസ ലീഫ്,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1774524124/Afiya_Samoosa_Leaf_mzspy7.png",https://res.cloudinary.com/deehc60xa/image/upload/v1774524124/Afiya_Samoosa_Leaf_mzspy7.png,https://res.cloudinary.com/deehc60xa/image/upload/v1774524124/Afiya_Samoosa_Leaf_mzspy7.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774524124/Afiya_Samoosa_Leaf_mzspy7.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774524124/Afiya_Samoosa_Leaf_mzspy7.png",,3,Afiya Samoosa Leaf,Afiya Samoosa Leaf,https://res.cloudinary.com/deehc60xa/image/upload/v1774524124/Afiya_Samoosa_Leaf_mzspy7.png
Ajmi Chicken Masala 100g,അജ്മി ചിക്കൻ മസാല 100 ഗ്രാം,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773379471/Ajmi_Chicken_Masala_100g_rmpunh.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773379471/Ajmi_Chicken_Masala_100g_rmpunh.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773379471/Ajmi_Chicken_Masala_100g_rmpunh.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773379471/Ajmi_Chicken_Masala_100g_rmpunh.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773379471/Ajmi_Chicken_Masala_100g_rmpunh.png",,4,Ajmi Chicken Masala 100g,Ajmi Chicken Masala 100g,https://res.cloudinary.com/deehc60xa/image/upload/v1773379471/Ajmi_Chicken_Masala_100g_rmpunh.png
Ajmi Fish Masala 100g,അജ്മി ഫിഷ് മസാല 100 ഗ്രാം,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773379468/Ajmi_Fish_Masala_100g_zlikwk.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773379468/Ajmi_Fish_Masala_100g_zlikwk.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773379468/Ajmi_Fish_Masala_100g_zlikwk.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773379468/Ajmi_Fish_Masala_100g_zlikwk.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773379468/Ajmi_Fish_Masala_100g_zlikwk.png",,5,Ajmi Fish Masala 100g,Ajmi Fish Masala 100g,https://res.cloudinary.com/deehc60xa/image/upload/v1773379468/Ajmi_Fish_Masala_100g_zlikwk.png
Ajmi Meat Masala,അജ്മി മീറ്റ് മസാല,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773379469/Ajmi_Meat_Masala_y83a99.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773379469/Ajmi_Meat_Masala_y83a99.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773379469/Ajmi_Meat_Masala_y83a99.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773379469/Ajmi_Meat_Masala_y83a99.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773379469/Ajmi_Meat_Masala_y83a99.png",,6,Ajmi Meat Masala,Ajmi Meat Masala,https://res.cloudinary.com/deehc60xa/image/upload/v1773379469/Ajmi_Meat_Masala_y83a99.png
Alans Potato Chips,അലൻസ് പൊട്ടേറ്റോ ചിപ്സ്,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772349136/Alans_Potato_Chips_arfxdp.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772349136/Alans_Potato_Chips_arfxdp.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772349136/Alans_Potato_Chips_arfxdp.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349136/Alans_Potato_Chips_arfxdp.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349136/Alans_Potato_Chips_arfxdp.png",,7,Alans Potato Chips,Alans Potato Chips,https://res.cloudinary.com/deehc60xa/image/upload/v1772349136/Alans_Potato_Chips_arfxdp.png
Alfa Signature Tissue Paper,ആൽഫ സിഗ്നേച്ചർ ടിഷ്യു പേപ്പർ,,Personal Care,Personal Care,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772775296/Alfa_g7hs9g.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772775296/Alfa_g7hs9g.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772775296/Alfa_g7hs9g.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772775296/Alfa_g7hs9g.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772775296/Alfa_g7hs9g.png",,8,Alfa Signature Tissue Paper,Alfa Signature Tissue Paper,https://res.cloudinary.com/deehc60xa/image/upload/v1772775296/Alfa_g7hs9g.png
Allay Chicken Masala,അല്ലേ ചിക്കൻ മസാല,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773383700/Allay_Chicken_Masala_tfjvka.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773383700/Allay_Chicken_Masala_tfjvka.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773383700/Allay_Chicken_Masala_tfjvka.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773383700/Allay_Chicken_Masala_tfjvka.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773383700/Allay_Chicken_Masala_tfjvka.png",,9,Allay Chicken Masala,Allay Chicken Masala,https://res.cloudinary.com/deehc60xa/image/upload/v1773383700/Allay_Chicken_Masala_tfjvka.png
Amlara Ginger Garlic Paste 400 Gm,ആംലാര ഇഞ്ചി വെളുത്തുള്ളി പേസ്റ്റ് 400 ഗ്രാം,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773383670/Amlara_Ginger_Garlic_Paste_400_Gm_la9hxb.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773383670/Amlara_Ginger_Garlic_Paste_400_Gm_la9hxb.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773383670/Amlara_Ginger_Garlic_Paste_400_Gm_la9hxb.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773383670/Amlara_Ginger_Garlic_Paste_400_Gm_la9hxb.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773383670/Amlara_Ginger_Garlic_Paste_400_Gm_la9hxb.png",,10,Amlara Ginger Garlic Paste 400 Gm,Amlara Ginger Garlic Paste 400 Gm,https://res.cloudinary.com/deehc60xa/image/upload/v1773383670/Amlara_Ginger_Garlic_Paste_400_Gm_la9hxb.png
Amulya 1kg,അമുല്യ ഒരു കിലോ,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1774523861/Amulya_1kg_grg6no.png",https://res.cloudinary.com/deehc60xa/image/upload/v1774523861/Amulya_1kg_grg6no.png,https://res.cloudinary.com/deehc60xa/image/upload/v1774523861/Amulya_1kg_grg6no.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774523861/Amulya_1kg_grg6no.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774523861/Amulya_1kg_grg6no.png",,11,Amulya 1kg,Amulya 1kg,https://res.cloudinary.com/deehc60xa/image/upload/v1774523861/Amulya_1kg_grg6no.png
Apple Beligum Gala,ആപ്പിൾ ബെൽജിയം ഗാല,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776427/Apple_Iran_hnsjbl.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776427/Apple_Iran_hnsjbl.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772776427/Apple_Iran_hnsjbl.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772776427/Apple_Iran_hnsjbl.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772776427/Apple_Iran_hnsjbl.png,,12,Apple Beligum Gala,Apple Beligum Gala,https://res.cloudinary.com/deehc60xa/image/upload/v1772776427/Apple_Iran_hnsjbl.png
Apple France Gala,ആപ്പിൾ ഫ്രാൻസ് ഗാല,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772783057/Apple_Idha_Red_esmi59.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772783057/Apple_Idha_Red_esmi59.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772783057/Apple_Idha_Red_esmi59.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772783057/Apple_Idha_Red_esmi59.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772783057/Apple_Idha_Red_esmi59.png,,13,Apple France Gala,Apple France Gala,https://res.cloudinary.com/deehc60xa/image/upload/v1772783057/Apple_Idha_Red_esmi59.png
Apple Idha Red,ആപ്പിൾ ഇധ റെഡ്,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776427/Apple_Iran_hnsjbl.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776427/Apple_Iran_hnsjbl.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772776427/Apple_Iran_hnsjbl.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772776427/Apple_Iran_hnsjbl.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772776427/Apple_Iran_hnsjbl.png,,14,Apple Idha Red,Apple Idha Red,https://res.cloudinary.com/deehc60xa/image/upload/v1772776427/Apple_Iran_hnsjbl.png
Apple Iran,ആപ്പിൾ ഇറാൻ,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776427/Apple_Iran_hnsjbl.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776427/Apple_Iran_hnsjbl.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772776427/Apple_Iran_hnsjbl.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772776427/Apple_Iran_hnsjbl.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772776427/Apple_Iran_hnsjbl.png,,15,Apple Iran,Apple Iran,https://res.cloudinary.com/deehc60xa/image/upload/v1772776427/Apple_Iran_hnsjbl.png
Apple Italy Gala,ആപ്പിൾ ഇറ്റലി ഗാല,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776427/Apple_Italy_Gala_c1emkn.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776427/Apple_Italy_Gala_c1emkn.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772776427/Apple_Italy_Gala_c1emkn.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772776427/Apple_Italy_Gala_c1emkn.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772776427/Apple_Italy_Gala_c1emkn.png,,16,Apple Italy Gala,Apple Italy Gala,https://res.cloudinary.com/deehc60xa/image/upload/v1772776427/Apple_Italy_Gala_c1emkn.png
Apple Kashmiri,ആപ്പിൾ കാശ്മീരി,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776426/Apple_hbmorf.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776426/Apple_hbmorf.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772776426/Apple_hbmorf.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772776426/Apple_hbmorf.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772776426/Apple_hbmorf.png,,17,Apple Kashmiri,Apple Kashmiri,https://res.cloudinary.com/deehc60xa/image/upload/v1772776426/Apple_hbmorf.png
Apsura Yellow,അപ്സുര യെല്ലോ,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1774523734/Apsura_Yellow_s75pzb.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1774523734/Apsura_Yellow_s75pzb.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774523734/Apsura_Yellow_s75pzb.png",https://res.cloudinary.com/deehc60xa/image/upload/v1774523734/Apsura_Yellow_s75pzb.png,https://res.cloudinary.com/deehc60xa/image/upload/v1774523734/Apsura_Yellow_s75pzb.png,,18,Apsura Yellow,Apsura Yellow,https://res.cloudinary.com/deehc60xa/image/upload/v1774523734/Apsura_Yellow_s75pzb.png
Avalosunda,അവലോസുണ്ട,Nut-ji,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1775631267/03_ilgyhi.png",https://res.cloudinary.com/deehc60xa/image/upload/v1775631267/03_ilgyhi.png,https://res.cloudinary.com/deehc60xa/image/upload/v1775631267/03_ilgyhi.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1775631267/03_ilgyhi.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1775631267/03_ilgyhi.png",,19,Avalosunda,Avalosunda,https://res.cloudinary.com/deehc60xa/image/upload/v1775631267/03_ilgyhi.png
Bakers Crush Flavours,ബേക്കേഴ്സ് ക്രഷ് ഫ്ലേവേഴ്സ്,,Personal Care,Personal Care,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1774523638/Bakers_Crush_Flavours_rquyt4.png",https://res.cloudinary.com/deehc60xa/image/upload/v1774523638/Bakers_Crush_Flavours_rquyt4.png,https://res.cloudinary.com/deehc60xa/image/upload/v1774523638/Bakers_Crush_Flavours_rquyt4.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774523638/Bakers_Crush_Flavours_rquyt4.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774523638/Bakers_Crush_Flavours_rquyt4.png",,20,Bakers Crush Flavours,Bakers Crush Flavours,https://res.cloudinary.com/deehc60xa/image/upload/v1774523638/Bakers_Crush_Flavours_rquyt4.png
Bambino Vermicelli long 300g,ബംബിനോ വേർമിസെല്ലി ലോങ് 300 ഗ്രാം,,Food & Beverages,Food & Beverages,#REF!,,#REF!,#REF!,,#REF!,,21,Bambino Vermicelli long 300g,Bambino Vermicelli long 300g,
Beans,ബീൻസ്,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772777138/Beans_jn45hs.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772777138/Beans_jn45hs.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772777138/Beans_jn45hs.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772777138/Beans_jn45hs.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772777138/Beans_jn45hs.png,,22,Beans,Beans,https://res.cloudinary.com/deehc60xa/image/upload/v1772777138/Beans_jn45hs.png
Beetroot,ബീറ്റ്റൂട്ട്,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776426/Beetroot_fu6r3t.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776426/Beetroot_fu6r3t.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772776426/Beetroot_fu6r3t.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772776426/Beetroot_fu6r3t.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772776426/Beetroot_fu6r3t.png,,23,Beetroot,Beetroot,https://res.cloudinary.com/deehc60xa/image/upload/v1772776426/Beetroot_fu6r3t.png
Bella Maxi Drai Softi  2+1,ബെല്ല മാക്സി ഡ്രൈ സോഫ്റ്റി 2+1,,Selfcare,Selfcare,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773383671/Bella_Maxi_Drai_Softi_2_1_ttxdqz.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773383671/Bella_Maxi_Drai_Softi_2_1_ttxdqz.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773383671/Bella_Maxi_Drai_Softi_2_1_ttxdqz.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773383671/Bella_Maxi_Drai_Softi_2_1_ttxdqz.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773383671/Bella_Maxi_Drai_Softi_2_1_ttxdqz.png",,24,Bella Maxi Drai Softi  2+1,Bella Maxi Drai Softi  2+1,https://res.cloudinary.com/deehc60xa/image/upload/v1773383671/Bella_Maxi_Drai_Softi_2_1_ttxdqz.png
Benganappally Mango,ബംഗനപ്പള്ളി മാങ്ങ,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1774523547/Benganappally_Mango_tewmm5.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1774523547/Benganappally_Mango_tewmm5.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774523547/Benganappally_Mango_tewmm5.png",https://res.cloudinary.com/deehc60xa/image/upload/v1774523547/Benganappally_Mango_tewmm5.png,https://res.cloudinary.com/deehc60xa/image/upload/v1774523547/Benganappally_Mango_tewmm5.png,,25,Benganappally Mango,Benganappally Mango,https://res.cloudinary.com/deehc60xa/image/upload/v1774523547/Benganappally_Mango_tewmm5.png
Bingo Tedhe Medhe,ബിംഗോ ടെഡ്ഹെ മെഡ്ഹെ,Bingo (ITC),Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773382244/Bingo_Tedhe_Medhe_fwahmf.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773382244/Bingo_Tedhe_Medhe_fwahmf.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773382244/Bingo_Tedhe_Medhe_fwahmf.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382244/Bingo_Tedhe_Medhe_fwahmf.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382244/Bingo_Tedhe_Medhe_fwahmf.png",,26,Bingo Tedhe Medhe,Bingo Tedhe Medhe,https://res.cloudinary.com/deehc60xa/image/upload/v1773382244/Bingo_Tedhe_Medhe_fwahmf.png
Biriyani Pot 12L,ബിരിയാണി പാത്രം 12 ലിറ്റർ,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772349136/briyani-nonstick-12l_lyvuam.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772349136/briyani-nonstick-12l_lyvuam.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772349136/briyani-nonstick-12l_lyvuam.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349136/briyani-nonstick-12l_lyvuam.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349136/briyani-nonstick-12l_lyvuam.png",,27,Biriyani Pot 12L,Biriyani Pot 12L,https://res.cloudinary.com/deehc60xa/image/upload/v1772349136/briyani-nonstick-12l_lyvuam.png
Biriyani Pot 8 Ltr,ബിരിയാണി പാത്രം 8 ലിറ്റർ,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772349136/briyani-nonstick-12l_lyvuam.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772349136/briyani-nonstick-12l_lyvuam.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772349136/briyani-nonstick-12l_lyvuam.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349136/briyani-nonstick-12l_lyvuam.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349136/briyani-nonstick-12l_lyvuam.png",,28,Biriyani Pot 8 Ltr,Biriyani Pot 8 Ltr,https://res.cloudinary.com/deehc60xa/image/upload/v1772349136/briyani-nonstick-12l_lyvuam.png
Black Grape,കറുത്ത മുന്തിരി,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772349136/briyani-nonstick-12l_lyvuam.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772349136/briyani-nonstick-12l_lyvuam.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349136/briyani-nonstick-12l_lyvuam.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772349136/briyani-nonstick-12l_lyvuam.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772349136/briyani-nonstick-12l_lyvuam.png,,29,Black Grape,Black Grape,https://res.cloudinary.com/deehc60xa/image/upload/v1772349136/briyani-nonstick-12l_lyvuam.png
Bodhini Appam Idiyappam Podi,ബോധിനി അപ്പം ഇടിയപ്പം പൊടി,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773382353/Bodhini_Appam_Idiyappam_Podi_vhzzvh.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773382353/Bodhini_Appam_Idiyappam_Podi_vhzzvh.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773382353/Bodhini_Appam_Idiyappam_Podi_vhzzvh.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382353/Bodhini_Appam_Idiyappam_Podi_vhzzvh.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382353/Bodhini_Appam_Idiyappam_Podi_vhzzvh.png",,30,Bodhini Appam Idiyappam Podi,Bodhini Appam Idiyappam Podi,https://res.cloudinary.com/deehc60xa/image/upload/v1773382353/Bodhini_Appam_Idiyappam_Podi_vhzzvh.png
Bodhini Atta,ബോധിനി അട്ട,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773382339/Bodhini_Atta_qvlg8l.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773382339/Bodhini_Atta_qvlg8l.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773382339/Bodhini_Atta_qvlg8l.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382339/Bodhini_Atta_qvlg8l.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382339/Bodhini_Atta_qvlg8l.png",,31,Bodhini Atta,Bodhini Atta,https://res.cloudinary.com/deehc60xa/image/upload/v1773382339/Bodhini_Atta_qvlg8l.png
