Name,Name-Malayalam,Brand,Category,Sub Category,Derived STC-600x600,Created STC-600x600,STC-600x600,Derived STC-1000x1000,Created STC-1000x1000,STC-1000x1000,IMG-1080x1920,Product ID,ST,SD,STC
My Choice Puttu Podi 500g,മൈ ചോയ്സ് പുട്ടുപൊടി 500 ഗ്രാം,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1774522353/My_Choice_Puttu_Podi_dlprpw.png",https://res.cloudinary.com/deehc60xa/image/upload/v1774522353/My_Choice_Puttu_Podi_dlprpw.png,https://res.cloudinary.com/deehc60xa/image/upload/v1774522353/My_Choice_Puttu_Podi_dlprpw.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774522353/My_Choice_Puttu_Podi_dlprpw.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774522353/My_Choice_Puttu_Podi_dlprpw.png",,150,My Choice Puttu Podi 500g,My Choice Puttu Podi 500g,https://res.cloudinary.com/deehc60xa/image/upload/v1774522353/My_Choice_Puttu_Podi_dlprpw.png
Mysor Sandals Phenoyl,മൈസൂർ സാൻഡൽസ് ഫീനോയിൽ,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773382144/Mysor_Sandals_Phenoyl_urccg6.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773382144/Mysor_Sandals_Phenoyl_urccg6.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773382144/Mysor_Sandals_Phenoyl_urccg6.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382144/Mysor_Sandals_Phenoyl_urccg6.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382144/Mysor_Sandals_Phenoyl_urccg6.png",,151,Mysor Sandals Phenoyl,Mysor Sandals Phenoyl,https://res.cloudinary.com/deehc60xa/image/upload/v1773382144/Mysor_Sandals_Phenoyl_urccg6.png
Neelan Mango,നീലൻ മാങ്ങ,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362057/Neelan_Mango_vcft6r.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362057/Neelan_Mango_vcft6r.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772362057/Neelan_Mango_vcft6r.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772362057/Neelan_Mango_vcft6r.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772362057/Neelan_Mango_vcft6r.png,,152,Neelan Mango,Neelan Mango,https://res.cloudinary.com/deehc60xa/image/upload/v1772362057/Neelan_Mango_vcft6r.png
Nellikka,നെല്ലിക്ക,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776468/Neelan_Mango_urmovk.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776468/Neelan_Mango_urmovk.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772776468/Neelan_Mango_urmovk.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772776468/Neelan_Mango_urmovk.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772776468/Neelan_Mango_urmovk.png,,153,Nellikka,Nellikka,https://res.cloudinary.com/deehc60xa/image/upload/v1772776468/Neelan_Mango_urmovk.png
Nendra,നേന്ത്രപ്പഴം,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772783047/Nellikka_ouest4.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772783047/Nellikka_ouest4.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772783047/Nellikka_ouest4.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772783047/Nellikka_ouest4.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772783047/Nellikka_ouest4.png,,154,Nendra,Nendra,https://res.cloudinary.com/deehc60xa/image/upload/v1772783047/Nellikka_ouest4.png
Nestle Munch 147.9 Gm,നെസ്ലെ മഞ്ച് 147.9 ഗ്രാം,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773383656/Nestle_Munch_147.9_Gm_tikubt.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773383656/Nestle_Munch_147.9_Gm_tikubt.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773383656/Nestle_Munch_147.9_Gm_tikubt.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773383656/Nestle_Munch_147.9_Gm_tikubt.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773383656/Nestle_Munch_147.9_Gm_tikubt.png",,155,Nestle Munch 147.9 Gm,Nestle Munch 147.9 Gm,https://res.cloudinary.com/deehc60xa/image/upload/v1773383656/Nestle_Munch_147.9_Gm_tikubt.png
New Lux Sandal Advanced,ന്യൂ ലക്സ് സാൻഡൽ അഡ്വാൻസ്ഡ്,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772773922/lux_ebpjkg.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772773922/lux_ebpjkg.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772773922/lux_ebpjkg.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772773922/lux_ebpjkg.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772773922/lux_ebpjkg.png",,156,New Lux Sandal Advanced,New Lux Sandal Advanced,https://res.cloudinary.com/deehc60xa/image/upload/v1772773922/lux_ebpjkg.png
Nirapara Chicken Masala 100g,നിറപാര ചിക്കൻ മസാല 100 ഗ്രാം,,Personal Care,Bath Soap/Beauty Soap,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773379470/Nirapara_Chicken_Masala_lg3m0s.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773379470/Nirapara_Chicken_Masala_lg3m0s.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773379470/Nirapara_Chicken_Masala_lg3m0s.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773379470/Nirapara_Chicken_Masala_lg3m0s.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773379470/Nirapara_Chicken_Masala_lg3m0s.png",,157,Nirapara Chicken Masala 100g,Nirapara Chicken Masala 100g,https://res.cloudinary.com/deehc60xa/image/upload/v1773379470/Nirapara_Chicken_Masala_lg3m0s.png
Nirapara Meat Masala 100g,നിറപാര മീറ്റ് മസാല 100 ഗ്രാം,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1774861650/Nirapara_Meat_Masala_100g_v9xepu.png",https://res.cloudinary.com/deehc60xa/image/upload/v1774861650/Nirapara_Meat_Masala_100g_v9xepu.png,https://res.cloudinary.com/deehc60xa/image/upload/v1774861650/Nirapara_Meat_Masala_100g_v9xepu.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774861650/Nirapara_Meat_Masala_100g_v9xepu.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774861650/Nirapara_Meat_Masala_100g_v9xepu.png",,158,Nirapara Meat Masala 100g,Nirapara Meat Masala 100g,https://res.cloudinary.com/deehc60xa/image/upload/v1774861650/Nirapara_Meat_Masala_100g_v9xepu.png
Nolta Round Pathiri Tawa,നോൾട്ട റൗണ്ട് പതിരി തവ,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773383657/Nolta_Round_Pathiri_Tawa_zknny2.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773383657/Nolta_Round_Pathiri_Tawa_zknny2.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773383657/Nolta_Round_Pathiri_Tawa_zknny2.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773383657/Nolta_Round_Pathiri_Tawa_zknny2.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773383657/Nolta_Round_Pathiri_Tawa_zknny2.png",,159,Nolta Round Pathiri Tawa,Nolta Round Pathiri Tawa,https://res.cloudinary.com/deehc60xa/image/upload/v1773383657/Nolta_Round_Pathiri_Tawa_zknny2.png
Nolta Steel Coocker 3Ltr,നോൾട്ട സ്റ്റീൽ കുക്കർ 3 ലിറ്റർ,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773383659/Nolta_Steel_Coocker_3Ltr_vmxxto.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773383659/Nolta_Steel_Coocker_3Ltr_vmxxto.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773383659/Nolta_Steel_Coocker_3Ltr_vmxxto.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773383659/Nolta_Steel_Coocker_3Ltr_vmxxto.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773383659/Nolta_Steel_Coocker_3Ltr_vmxxto.png",,160,Nolta Steel Coocker 3Ltr,Nolta Steel Coocker 3Ltr,https://res.cloudinary.com/deehc60xa/image/upload/v1773383659/Nolta_Steel_Coocker_3Ltr_vmxxto.png
Nutella,നുട്ടെല്ല,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772349143/Nutella_nrqhgf.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772349143/Nutella_nrqhgf.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772349143/Nutella_nrqhgf.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349143/Nutella_nrqhgf.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349143/Nutella_nrqhgf.png",,161,Nutella,Nutella,https://res.cloudinary.com/deehc60xa/image/upload/v1772349143/Nutella_nrqhgf.png
Nutella 350 gms,നുട്ടെല്ല 350 ഗ്രാം,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772349143/nutella-350g_ykztvf.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772349143/nutella-350g_ykztvf.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772349143/nutella-350g_ykztvf.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349143/nutella-350g_ykztvf.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349143/nutella-350g_ykztvf.png",,162,Nutella 350 gms,Nutella 350 gms,https://res.cloudinary.com/deehc60xa/image/upload/v1772349143/nutella-350g_ykztvf.png
Olive Soap set of 4,ഓലീവ് സോപ്പ് സെറ്റ് 4,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773382525/Olive_Soap_set_of_4_idpin9.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773382525/Olive_Soap_set_of_4_idpin9.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773382525/Olive_Soap_set_of_4_idpin9.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382525/Olive_Soap_set_of_4_idpin9.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382525/Olive_Soap_set_of_4_idpin9.png",,163,Olive Soap set of 4,Olive Soap set of 4,https://res.cloudinary.com/deehc60xa/image/upload/v1773382525/Olive_Soap_set_of_4_idpin9.png
Onion,സവാള,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362061/Onion_mf1irl.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362061/Onion_mf1irl.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772362061/Onion_mf1irl.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772362061/Onion_mf1irl.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772362061/Onion_mf1irl.png,,164,Onion,Onion,https://res.cloudinary.com/deehc60xa/image/upload/v1772362061/Onion_mf1irl.png
Orange,ഓറഞ്ച്,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776478/Pomegranate_ihzw3m.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776478/Pomegranate_ihzw3m.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772776478/Pomegranate_ihzw3m.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772776478/Pomegranate_ihzw3m.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772776478/Pomegranate_ihzw3m.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772644369/Onion_mklzs3.jpg,165,Orange,Orange,https://res.cloudinary.com/deehc60xa/image/upload/v1772776478/Pomegranate_ihzw3m.png
Orange Kashmir,ഓറഞ്ച് കാശ്മീർ,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776472/Orange_isopwf.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776472/Orange_isopwf.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772776472/Orange_isopwf.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772776472/Orange_isopwf.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772776472/Orange_isopwf.png,,166,Orange Kashmir,Orange Kashmir,https://res.cloudinary.com/deehc60xa/image/upload/v1772776472/Orange_isopwf.png
Oreo Chocolate,ഓറിയോ ചോക്ലേറ്റ്,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772349143/oreo_j6tmbq.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772349143/oreo_j6tmbq.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772349143/oreo_j6tmbq.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349143/oreo_j6tmbq.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349143/oreo_j6tmbq.png",,167,Oreo Chocolate,Oreo Chocolate,https://res.cloudinary.com/deehc60xa/image/upload/v1772349143/oreo_j6tmbq.png
Oreo Strawberry,ഓറിയോ സ്ട്രോബെറി,,Food & Beverages,Biscuits/Cookies,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773382230/Oreo_Strawberry_zziffi.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773382230/Oreo_Strawberry_zziffi.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773382230/Oreo_Strawberry_zziffi.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382230/Oreo_Strawberry_zziffi.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382230/Oreo_Strawberry_zziffi.png",,168,Oreo Strawberry,Oreo Strawberry,https://res.cloudinary.com/deehc60xa/image/upload/v1773382230/Oreo_Strawberry_zziffi.png
Padavalam,പടവലം,Oreo,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362063/Padavalam_rfrc3d.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362063/Padavalam_rfrc3d.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772362063/Padavalam_rfrc3d.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772362063/Padavalam_rfrc3d.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772362063/Padavalam_rfrc3d.png,,169,Padavalam,Padavalam,https://res.cloudinary.com/deehc60xa/image/upload/v1772362063/Padavalam_rfrc3d.png
Papaya,പപ്പായ,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362066/Papaya_yems19.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362066/Papaya_yems19.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772362066/Papaya_yems19.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772362066/Papaya_yems19.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772362066/Papaya_yems19.png,,170,Papaya,Papaya,https://res.cloudinary.com/deehc60xa/image/upload/v1772362066/Papaya_yems19.png
Parachut Coconut Oil,പാരച്യൂട്ട് തേങ്ങാ എണ്ണ,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773382345/Parachut_Coconut_Oil_xdghg8.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773382345/Parachut_Coconut_Oil_xdghg8.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773382345/Parachut_Coconut_Oil_xdghg8.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382345/Parachut_Coconut_Oil_xdghg8.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382345/Parachut_Coconut_Oil_xdghg8.png",,171,Parachut Coconut Oil,Parachut Coconut Oil,https://res.cloudinary.com/deehc60xa/image/upload/v1773382345/Parachut_Coconut_Oil_xdghg8.png
Parachute Haircream,പാരച്യൂട്ട് ഹെയർ ക്രീം,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773382322/Parachute_Haircream_papzjf.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773382322/Parachute_Haircream_papzjf.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773382322/Parachute_Haircream_papzjf.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382322/Parachute_Haircream_papzjf.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382322/Parachute_Haircream_papzjf.png",,172,Parachute Haircream,Parachute Haircream,https://res.cloudinary.com/deehc60xa/image/upload/v1773382322/Parachute_Haircream_papzjf.png
Parle 20-20 Biscuit,പാർലെ 20-20 ബിസ്കറ്റ്,,Selfcare,Selfcare,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772349143/Parle_20-20_Biscuit_qq42jn.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772349143/Parle_20-20_Biscuit_qq42jn.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772349143/Parle_20-20_Biscuit_qq42jn.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349143/Parle_20-20_Biscuit_qq42jn.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349143/Parle_20-20_Biscuit_qq42jn.png",,173,Parle 20-20 Biscuit,Parle 20-20 Biscuit,https://res.cloudinary.com/deehc60xa/image/upload/v1772349143/Parle_20-20_Biscuit_qq42jn.png
Parle 20-20 Gold,പാർലെ 20-20 ഗോൾഡ്,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772349135/2020_gold_uxchv1.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772349135/2020_gold_uxchv1.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772349135/2020_gold_uxchv1.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349135/2020_gold_uxchv1.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349135/2020_gold_uxchv1.png",,174,Parle 20-20 Gold,Parle 20-20 Gold,https://res.cloudinary.com/deehc60xa/image/upload/v1772349135/2020_gold_uxchv1.png
Parle-G For Genius,പാർലെ-ജി ഫോർ ജീനിയസ്,,Food & Beverages,Biscuits/Cookies,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772349143/Parle_G_xdm2pn.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772349143/Parle_G_xdm2pn.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772349143/Parle_G_xdm2pn.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349143/Parle_G_xdm2pn.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349143/Parle_G_xdm2pn.png",,175,Parle-G For Genius,Parle-G For Genius,https://res.cloudinary.com/deehc60xa/image/upload/v1772349143/Parle_G_xdm2pn.png
Passion Fruit,പാഷൻ ഫ്രൂട്ട്,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362064/Passion_Fruit_ri8wcr.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362064/Passion_Fruit_ri8wcr.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772362064/Passion_Fruit_ri8wcr.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772362064/Passion_Fruit_ri8wcr.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772362064/Passion_Fruit_ri8wcr.png,,176,Passion Fruit,Passion Fruit,https://res.cloudinary.com/deehc60xa/image/upload/v1772362064/Passion_Fruit_ri8wcr.png
Pathiri Tawa  Round V Kukware,പതിരി തവ റൗണ്ട് വി കുക്ക്‌വെയർ,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773383657/Nolta_Round_Pathiri_Tawa_zknny2.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773383657/Nolta_Round_Pathiri_Tawa_zknny2.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773383657/Nolta_Round_Pathiri_Tawa_zknny2.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773383657/Nolta_Round_Pathiri_Tawa_zknny2.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773383657/Nolta_Round_Pathiri_Tawa_zknny2.png",,177,Pathiri Tawa  Round V Kukware,Pathiri Tawa  Round V Kukware,https://res.cloudinary.com/deehc60xa/image/upload/v1773383657/Nolta_Round_Pathiri_Tawa_zknny2.png
Pathiri Tawa  Square Rasoiya,പതിരി തവ സ്ക്വയർ റസോയിയ,,Home Care,Home Care,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1774871505/Pathiri_Tawa_Square_Rasoiya_uz9he9.png",https://res.cloudinary.com/deehc60xa/image/upload/v1774871505/Pathiri_Tawa_Square_Rasoiya_uz9he9.png,https://res.cloudinary.com/deehc60xa/image/upload/v1774871505/Pathiri_Tawa_Square_Rasoiya_uz9he9.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774871505/Pathiri_Tawa_Square_Rasoiya_uz9he9.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774871505/Pathiri_Tawa_Square_Rasoiya_uz9he9.png",,178,Pathiri Tawa  Square Rasoiya,Pathiri Tawa  Square Rasoiya,https://res.cloudinary.com/deehc60xa/image/upload/v1774871505/Pathiri_Tawa_Square_Rasoiya_uz9he9.png
Pavakka,പാവയ്ക്ക,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362065/Pavakka_fynh94.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362065/Pavakka_fynh94.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772362065/Pavakka_fynh94.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772362065/Pavakka_fynh94.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772362065/Pavakka_fynh94.png,,179,Pavakka,Pavakka,https://res.cloudinary.com/deehc60xa/image/upload/v1772362065/Pavakka_fynh94.png
Pavan Cocunut Oil,പവൻ തേങ്ങാ എണ്ണ,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772349144/pavan-coconut-oil_xpcoax.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772349144/pavan-coconut-oil_xpcoax.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772349144/pavan-coconut-oil_xpcoax.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349144/pavan-coconut-oil_xpcoax.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349144/pavan-coconut-oil_xpcoax.png",,180,Pavan Cocunut Oil,Pavan Cocunut Oil,https://res.cloudinary.com/deehc60xa/image/upload/v1772349144/pavan-coconut-oil_xpcoax.png
